Species,Family,Order,Class,temp,mass,replicate,ref,,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,16,0.518,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.507,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,21,0.448,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,26,0.368,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.338,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.314,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.12,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.04,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.95,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.947,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.754,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.645,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.598,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.064,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.032,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.937,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.939,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.762,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.667,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.585,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.056,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.014,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.908,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.932,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.738,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.653,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.577,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.048,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.027,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,1.014,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.902,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.73,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.677,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.606,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.037,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.006,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.921,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.908,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.82,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.698,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.624,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,6,1.93,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,7,2.043,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,8,2.061,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,9,2.095,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,10,2.113,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,12,2.104,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,14,2.052,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,17,1.957,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,21,1.792,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,25,1.627,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,26,1.533,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,27,1.462,D97B, David et al.(1997  ),,,
Drosophila willistoni  ,Drosophilidae,Diptera,Insecta,16,0.67,R60F, Ray (1960  ),,,
Drosophila willistoni  ,Drosophilidae,Diptera,Insecta,19,0.63,R60F, Ray (1960  ),,,
Drosophila willistoni  ,Drosophilidae,Diptera,Insecta,25,0.57,R60F, Ray (1960  ),,,
Drosophila willistoni  ,Drosophilidae,Diptera,Insecta,29,0.41,R60F, Ray (1960  ),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,12,0.475611647,MC05A,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,18,0.365986415,MC05A,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,26,0.309338509,MC05A,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,32,0.343487937,MC05A,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,12,0.743992439,MC05B,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,18,0.57751461,MC05B,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,26,0.506566432,MC05B,McKie & Cranston (2005),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,10,42.4,LaG85A,Lamb & Gerber (1985),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,12.5,49.3,LaG85A,Lamb & Gerber (1985),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,15,54.5,LaG85A,Lamb & Gerber (1985),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,17.5,59.85,LaG85A,Lamb & Gerber (1985),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,20,57.7,LaG85A,Lamb & Gerber (1985),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,22.5,57.85,LaG85A,Lamb & Gerber (1985),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,25,60.9,LaG85A,Lamb & Gerber (1985),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,27.5,63,LaG85A,Lamb & Gerber (1985),,,
Entomoscelis americana,Chrysomelidae,Coleoptera,Insecta,30,60.25,LaG85A,Lamb & Gerber (1985),,,
Ephemerella subvaria,Ephemerellidae,Ephemeroptera,Insecta,9.5,0.00342,VS1,Vannote & Sweeney (1980),,,
Ephemerella subvaria,Ephemerellidae,Ephemeroptera,Insecta,15.5,0.00357,VS1,Vannote & Sweeney (1980),,,
Ephemerella subvaria,Ephemerellidae,Ephemeroptera,Insecta,9.5,0.00398,VS2,Vannote & Sweeney (1980),,,
Ephemerella subvaria,Ephemerellidae,Ephemeroptera,Insecta,15.5,0.00391,VS2,Vannote & Sweeney (1980),,,
Ephemerella subvaria,Ephemerellidae,Ephemeroptera,Insecta,9.5,0.00408,VS3,Vannote & Sweeney (1980),,,
Ephemerella subvaria,Ephemerellidae,Ephemeroptera,Insecta,15.5,0.00536,VS3,Vannote & Sweeney (1980),,,
Ephemerella subvaria,Ephemerellidae,Ephemeroptera,Insecta,9.5,0.00474,VS4,Vannote & Sweeney (1980),,,
Ephemerella subvaria,Ephemerellidae,Ephemeroptera,Insecta,15.5,0.00577,VS4,Vannote & Sweeney (1980),,,
Eurema brigitta,Pieridae,Lepidoptera,Insecta,18,0.049790189,KSJP99A,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema brigitta,Pieridae,Lepidoptera,Insecta,32.5,0.033827359,KSJP99A,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema hecabe,Pieridae,Lepidoptera,Insecta,18,0.075491009,KSJP99B,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema hecabe,Pieridae,Lepidoptera,Insecta,32.5,0.056166466,KSJP99B,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema herla,Pieridae,Lepidoptera,Insecta,18,0.046169203,KSJP99C,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema herla,Pieridae,Lepidoptera,Insecta,32.5,0.034122098,KSJP99C,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema laeta,Pieridae,Lepidoptera,Insecta,18,0.039816767,KSJP99D,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema laeta,Pieridae,Lepidoptera,Insecta,32.5,0.029085442,KSJP99D,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema smilax,Pieridae,Lepidoptera,Insecta,18,0.031747359,KSJP99E,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurema smilax,Pieridae,Lepidoptera,Insecta,32.5,0.025755377,KSJP99E,Kitching Scheermeyer Jones Pierce  (1999),,,
Eurytemora affinis  ,Temoridae,Calanoida,Maxillopoda,10,0.001026,R60E, Ray (1960  ),,,
Eurytemora affinis  ,Temoridae,Calanoida,Maxillopoda,15,0.000965,R60E, Ray (1960  ),,,
Eurytemora affinis  ,Temoridae,Calanoida,Maxillopoda,20,0.000935,R60E, Ray (1960  ),,,
Farfantepenaeus californiensis  ,Penaeidae,Decapoda,Malacostraca,22,0.567,VHL05A, Villarreal & Hernandez-Llamas (2005  ),,,
Farfantepenaeus californiensis  ,Penaeidae,Decapoda,Malacostraca,25,1.01,VHL05A, Villarreal & Hernandez-Llamas (2005  ),,,
Farfantepenaeus californiensis  ,Penaeidae,Decapoda,Malacostraca,28,0.828,VHL05A, Villarreal & Hernandez-Llamas (2005  ),,,
Farfantepenaeus californiensis  ,Penaeidae,Decapoda,Malacostraca,30,0.507,VHL05A, Villarreal & Hernandez-Llamas (2005  ),,,
Folsomia candida  ,Isotomidae,Collembola,Entognatha,13,0.093425,SVE96A, Stam van de Leemkule & Ernsting(1996 ),,,
Folsomia candida  ,Isotomidae,Collembola,Entognatha,16,0.096308,SVE96A, Stam van de Leemkule & Ernsting(1996 ),,,
Folsomia candida  ,Isotomidae,Collembola,Entognatha,19,0.090933,SVE96A, Stam van de Leemkule & Ernsting(1996 ),,,
Folsomia candida  ,Isotomidae,Collembola,Entognatha,22,0.080339,SVE96A, Stam van de Leemkule & Ernsting(1996 ),,,
Folsomia candida  ,Isotomidae,Collembola,Entognatha,13,0.06386,SVE96B, Stam van de Leemkule & Ernsting(1996 ),,,
Folsomia candida  ,Isotomidae,Collembola,Entognatha,16,0.064569,SVE96B, Stam van de Leemkule & Ernsting(1996 ),,,
Folsomia candida  ,Isotomidae,Collembola,Entognatha,19,0.050497,SVE96B, Stam van de Leemkule & Ernsting(1996 ),,,
Folsomia candida  ,Isotomidae,Collembola,Entognatha,22,0.042514,SVE96B, Stam van de Leemkule & Ernsting(1996 ),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,12,0.257776487,SF02G,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,15,0.271552467,SF02G,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,20,0.163573538,SF02G,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,25,0.178416551,SF02G,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,28,0.117344186,SF02G,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,12,0.140925099,SF02H,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,15,0.185015481,SF02H,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,20,0.167376488,SF02H,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,25,0.176125352,SF02H,Stacey & Fellowes (2002),,,
Frankliniella occidentalis,Thripidae,Thysanoptera,Insecta,28,0.106579757,SF02H,Stacey & Fellowes (2002),,,
Gonepteryx rhamni,Pieridae,Lepidoptera,Insecta,30,210.496,B69D,Baker (1969),,,
Gonepteryx rhamni,Pieridae,Lepidoptera,Insecta,25,183.352,B69D,Baker (1969),,,
Gonepteryx rhamni,Pieridae,Lepidoptera,Insecta,18,237.432,B69D,Baker (1969),,,
Gonepteryx rhamni,Pieridae,Lepidoptera,Insecta,15,236.496,B69D,Baker (1969),,,
Gonepteryx rhamni,Pieridae,Lepidoptera,Insecta,13,224.432,B69D,Baker (1969),,,
Graminella nigrifrons  ,cicadellidae,Homoptera,Insecta,18,0.355,LMN90A, Larsen Madden & Nault (1990  ),,,
Graminella nigrifrons  ,cicadellidae,Homoptera,Insecta,21,0.33,LMN90A, Larsen Madden & Nault (1990  ),,,
Graminella nigrifrons  ,cicadellidae,Homoptera,Insecta,24,0.3,LMN90A, Larsen Madden & Nault (1990  ),,,
Graminella nigrifrons  ,cicadellidae,Homoptera,Insecta,27,0.28,LMN90A, Larsen Madden & Nault (1990  ),,,
Graminella nigrifrons  ,cicadellidae,Homoptera,Insecta,30,0.26,LMN90A, Larsen Madden & Nault (1990  ),,,
Haptoncus ocularis  ,Nitidulidae,Coleoptera,Insecta,15,0.25,TAH05A, Tsukada Asai & Higuchi(2005  ),,,
Haptoncus ocularis  ,Nitidulidae,Coleoptera,Insecta,20,0.39,TAH05A, Tsukada Asai & Higuchi(2005  ),,,
Haptoncus ocularis  ,Nitidulidae,Coleoptera,Insecta,25,0.3,TAH05A, Tsukada Asai & Higuchi(2005  ),,,
Haptoncus ocularis  ,Nitidulidae,Coleoptera,Insecta,30,0.24,TAH05A, Tsukada Asai & Higuchi(2005  ),,,
Hyas araneus  ,Oregoniidae,Decapoda,Malacostraca,2,18,KA84A, Kunisch & Anger (1984  ),,,
Hyas araneus  ,Oregoniidae,Decapoda,Malacostraca,4,18,KA84A, Kunisch & Anger (1984  ),,,
Hyas araneus  ,Oregoniidae,Decapoda,Malacostraca,6,13,KA84A, Kunisch & Anger (1984  ),,,
Hyas araneus  ,Oregoniidae,Decapoda,Malacostraca,12,14,KA84A, Kunisch & Anger (1984  ),,,
Hyas coarctatus  ,Oregoniidae,Decapoda,Malacostraca,6,13,A84A, Anger (1984  ),,,
Hyas coarctatus  ,Oregoniidae,Decapoda,Malacostraca,9,22,A84A, Anger (1984  ),,,
Hyas coarctatus  ,Oregoniidae,Decapoda,Malacostraca,12,15,A84A, Anger (1984  ),,,
Hyas coarctatus  ,Oregoniidae,Decapoda,Malacostraca,15,15,A84A, Anger (1984  ),,,
Inachis io,Nymphalidae,Lepidoptera,Insecta,25,239.252,B69E,Baker (1969),,,
Inachis io,Nymphalidae,Lepidoptera,Insecta,18,285.792,B69E,Baker (1969),,,
Inachis io,Nymphalidae,Lepidoptera,Insecta,12,538.405,BTB97B, Bryant   Thomas & Bale (1997  ),,,
Inachis io,Nymphalidae,Lepidoptera,Insecta,15,496.565,BTB97B, Bryant   Thomas & Bale (1997  ),,,
Inachis io,Nymphalidae,Lepidoptera,Insecta,20,510.639,BTB97B, Bryant   Thomas & Bale (1997  ),,,
Inachis io,Nymphalidae,Lepidoptera,Insecta,25,382.801,BTB97B, Bryant   Thomas & Bale (1997  ),,,
Inachis io,Nymphalidae,Lepidoptera,Insecta,30,302.753,BTB97B, Bryant   Thomas & Bale (1997  ),,,
Inachis io,Nymphalidae,Lepidoptera,Insecta,34,237.255,BTB97B, Bryant   Thomas & Bale (1997  ),,,
Lestes viridis  ,Lesitdae,Odonata,Insecta,18,12,DBS03A, De Block & Stoks (2003  ),,,
Lestes viridis  ,Lesitdae,Odonata,Insecta,22,9.01,DBS03A, De Block & Stoks (2003  ),,,
Lestes viridis  ,Lesitdae,Odonata,Insecta,26,6.824,DBS03A, De Block & Stoks (2003  ),,,
Lestes viridis  ,Lesitdae,Odonata,Insecta,18,10.04,DBS03B, De Block & Stoks (2003  ),,,
Lestes viridis  ,Lesitdae,Odonata,Insecta,22,7.678,DBS03B, De Block & Stoks (2003  ),,,
Lestes viridis  ,Lesitdae,Odonata,Insecta,26,6.673,DBS03B, De Block & Stoks (2003  ),,,
Lycaena hippothoe,Lycaenidae,Lepidoptera,Insecta,15,85.45,FF02Z, Fischer & Fiedler (2002  ),,,
Lycaena hippothoe,Lycaenidae,Lepidoptera,Insecta,20,78.95,FF02Z, Fischer & Fiedler (2002  ),,,
Lycaena hippothoe,Lycaenidae,Lepidoptera,Insecta,25,80.35,FF02Z, Fischer & Fiedler (2002  ),,,
Lycaena hippothoe,Lycaenidae,Lepidoptera,Insecta,30,75.6,FF02Z, Fischer & Fiedler (2002  ),,,
Lycaena tityrus  ,Lycaenidae,Lepidoptera,Insecta,18,116.496,KJF08A, Karl Janowitz& Fischer (2008  ),,,
Lycaena tityrus  ,Lycaenidae,Lepidoptera,Insecta,27,111.669,KJF08A, Karl Janowitz& Fischer (2008  ),,,
Lycaena tityrus  ,Lycaenidae,Lepidoptera,Insecta,18,111.273,KJF08B, Karl Janowitz& Fischer (2008  ),,,
Lycaena tityrus  ,Lycaenidae,Lepidoptera,Insecta,27,106.314,KJF08B, Karl Janowitz& Fischer (2008  ),,,
Macrocyclops albidus  ,Cyclopidae,Cyclopoida,Maxillopoda,5,0.044114,AP85C, Abdullahi & Parry (1985  ),,,
Macrocyclops albidus  ,Cyclopidae,Cyclopoida,Maxillopoda,8,0.041148,AP85C, Abdullahi & Parry (1985  ),,,
Macrocyclops albidus  ,Cyclopidae,Cyclopoida,Maxillopoda,10,0.036831,AP85C, Abdullahi & Parry (1985  ),,,
Macrocyclops albidus  ,Cyclopidae,Cyclopoida,Maxillopoda,12,0.035683,AP85C, Abdullahi & Parry (1985  ),,,
Macrocyclops albidus  ,Cyclopidae,Cyclopoida,Maxillopoda,15,0.033171,AP85C, Abdullahi & Parry (1985  ),,,
Macrocyclops albidus  ,Cyclopidae,Cyclopoida,Maxillopoda,20,0.027699,AP85C, Abdullahi & Parry (1985  ),,,
Megachile rotundata  ,Megachilidae,Hymenoptera,Insecta,16,23.3,TP86A, Tependino & Parker (1986  ),,,
Megachile rotundata  ,Megachilidae,Hymenoptera,Insecta,24,29.6,TP86A, Tependino & Parker (1986  ),,,
Megachile rotundata  ,Megachilidae,Hymenoptera,Insecta,29,33.5,TP86A, Tependino & Parker (1986  ),,,
Osmia bicornis  ,Megachilidae,Hymenoptera,Insecta,20,126.393,RS09A, Radmacher &Strohm (2009 ),,,
Osmia bicornis  ,Megachilidae,Hymenoptera,Insecta,25,95.056,RS09A, Radmacher &Strohm (2009 ),,,
Osmia bicornis  ,Megachilidae,Hymenoptera,Insecta,30,51.532,RS09A, Radmacher &Strohm (2009 ),,,
Pandalus borealis  ,Pandalidae,Decapoda,Malacostraca,5,2.1755,OC05A, Ouellet & Chabot (2005 ),,,
Pandalus borealis  ,Pandalidae,Decapoda,Malacostraca,8,2.4695,OC05A, Ouellet & Chabot (2005 ),,,
Paracalanus sp.  ,Paracalanidae,Calanoida,Maxillopoda,10,0.003397,U91A, Uye (1991  ),,,
Paracalanus sp.  ,Paracalanidae,Calanoida,Maxillopoda,13,0.003178,U91A, Uye (1991  ),,,
Paracalanus sp.  ,Paracalanidae,Calanoida,Maxillopoda,15,0.002896,U91A, Uye (1991  ),,,
Paracalanus sp.  ,Paracalanidae,Calanoida,Maxillopoda,18,0.002703,U91A, Uye (1991  ),,,
Paracalanus sp.  ,Paracalanidae,Calanoida,Maxillopoda,20,0.002275,U91A, Uye (1991  ),,,
Paracalanus sp.  ,Paracalanidae,Calanoida,Maxillopoda,23,0.002035,U91A, Uye (1991  ),,,
Paracalanus sp.  ,Paracalanidae,Calanoida,Maxillopoda,25,0.001849,U91A, Uye (1991  ),,,
Paracerceis sculpta,Sphaeromatidae,Isopoda,Malacostraca,21,14.22,SG99A, Shuster & Guthrie (1999  ),,,
Paracerceis sculpta,Sphaeromatidae,Isopoda,Malacostraca,27,8.635,SG99A, Shuster & Guthrie (1999  ),,,
Paralichthys olivaceus  ,Paralichthyidae,Pleuronectiformes,Actinoperygii,13,3.586,S86A, Seikai (1986  ),,,
Paralichthys olivaceus  ,Paralichthyidae,Pleuronectiformes,Actinoperygii,16,3.148,S86A, Seikai (1986  ),,,
Paralichthys olivaceus  ,Paralichthyidae,Pleuronectiformes,Actinoperygii,19,2.837,S86A, Seikai (1986  ),,,
Parameletus minor  ,Siphlonuridae,Ephemeroptera,Insecta,6,61,S88A, Soderstrom (1988  ),,,
Parameletus minor  ,Siphlonuridae,Ephemeroptera,Insecta,11,56,S88A, Soderstrom (1988  ),,,
Parameletus minor  ,Siphlonuridae,Ephemeroptera,Insecta,15,53,S88A, Soderstrom (1988  ),,,
Parameletus minor  ,Siphlonuridae,Ephemeroptera,Insecta,11,68,S88B, Soderstrom (1988  ),,,
Parameletus minor  ,Siphlonuridae,Ephemeroptera,Insecta,15,63,S88B, Soderstrom (1988  ),,,
Parnara guttata  ,Hesperiidae,Lepidoptera,Insecta,20,251.706,S05A, Seko et al. 2005  ,,,
Parnara guttata  ,Hesperiidae,Lepidoptera,Insecta,25,244.071,S05A, Seko et al. 2005  ,,,
Philodina roseola  ,Philodinidae,Bdelloidea,Eurotatoria,14,0.00191,LG85A, Lebedeva & Gerasimova (1985  ),,,
Philodina roseola  ,Philodinidae,Bdelloidea,Eurotatoria,20,0.00277,LG85A, Lebedeva & Gerasimova (1985  ),,,
Philodina roseola  ,Philodinidae,Bdelloidea,Eurotatoria,26,0.00187,LG85A, Lebedeva & Gerasimova (1985  ),,,
Philodina roseola  ,Philodinidae,Bdelloidea,Eurotatoria,32,0.00117,LG85A, Lebedeva & Gerasimova (1985  ),,,
Pieris brassicae,Pieridae,Lepidoptera,Insecta,25,181.532,B69F,Baker (1969),,,
Pieris brassicae,Pieridae,Lepidoptera,Insecta,20,229.216,B69F,Baker (1969),,,
Pieris brassicae,Pieridae,Lepidoptera,Insecta,16,251.108,B69F,Baker (1969),,,
